instance,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,y
239,0,6,0,7,2,0,1,0,0,4,4,0,113,569828,35,9748,0,126,2.033754504,4.2,8.46,8.8,
240,0,1,2,3,1,0,0,0,1,3,7,4,63,641388,31,0,0,38,2.082052573,5.04,10.78,8.04,
241,1,5,0,1,2,0,1,0,0,0,2,6,148,336876,38,0,5253,204,1.617379721,5.63,8.84,8.47,
242,0,6,4,4,3,0,0,0,0,1,9,5,170,851874,35,0,0,126,2.260127216,3.59,13.54,6.68,
243,0,5,2,1,3,0,1,0,3,1,7,0,119,419258,38,0,0,126,0.549670408,6.22,8.49,8.18,
244,0,0,3,5,5,0,0,0,1,2,3,1,101,314583,41,0,0,101,2.212030645,5.31,12.31,7.39,
245,0,3,2,8,3,0,0,0,2,4,4,1,119,762022,28,0,0,119,2.657276226,3.24,12.51,8.35,
246,0,3,0,6,2,0,1,0,0,0,4,2,101,1092090,28,0,0,126,3.297254826,5.04,10.26,7.62,
247,1,0,0,4,2,1,1,15,3,1,1,2,135,1117955,41,0,0,157,1.658942916,4.61,12.17,5.77,
248,0,1,0,7,2,0,1,0,2,2,7,1,110,165681,31,0,0,145,0.702818102,4.17,9.54,6.78,
249,0,1,0,2,0,0,0,None,3,4,9,1,107,748657,31,0,5115,38,1.683665451,6.19,12.41,8.23,
250,0,1,0,7,2,0,1,0,1,2,9,3,151,614351,31,22927,0,126,1.761064642,4.43,11.96,5.57,
251,0,6,0,6,2,0,1,0,1,3,2,6,154,363746,35,0,0,141,1.104322659,3.45,7.52,8.18,
252,2,5,2,4,3,0,1,0,2,3,6,1,167,527517,38,0,5894,157,2.339506879,3.3,7.94,6.8,
253,0,1,2,2,4,0,1,0,3,3,9,2,69,865147,31,0,0,79,2.233633462,3.75,9.95,4.98,
254,0,1,2,1,1,0,1,0,2,1,6,1,66,783108,31,0,0,126,0.772444273,3.84,10.05,9.83,
255,0,3,2,6,4,0,0,0,2,4,2,4,57,289052,28,0,0,88,3.929128573,6.02,9.69,9.18,
256,0,0,0,5,2,0,1,0,2,0,4,5,157,1064485,41,0,5928,113,3.510527864,6.68,10.21,11.28,
257,None,3,4,None,3,0,0,0,1,4,0,6,214,407785,28,0,0,38,2.65112424,5.06,10.99,6.5,
258,0,3,2,7,4,0,1,0,2,3,0,1,57,1043401,28,6836,0,79,1.602372037,5.86,10.13,7.26,
259,1,3,0,9,2,0,1,0,2,1,5,4,94,223006,28,0,0,236,0.750767625,5.47,7.07,7.69,
260,4,0,0,4,2,0,1,0,0,4,5,6,170,529525,41,0,0,126,1.505175626,5.31,7.6,5.62,
261,0,10,0,5,2,4,1,0,2,3,8,3,104,783541,44,0,0,110,3.043446698,6.57,9.19,7.38,
262,0,0,0,12,2,0,1,0,1,1,9,3,173,1184572,41,0,0,126,0.692272581,5.67,10.92,9.14,
263,0,0,0,3,2,0,1,17,0,4,4,0,119,573683,41,0,0,157,0.625511975,5.22,11.33,6.84,
264,1,1,2,2,1,0,0,0,2,1,6,4,60,649050,31,0,0,69,1.540356697,5.49,6.45,4.91,
265,0,3,0,2,2,0,1,20,1,0,1,0,79,1083234,28,0,0,157,0.670442367,6.06,9.52,9.45,
266,0,0,2,5,1,0,0,0,0,3,5,3,72,579903,41,0,0,66,0.689216904,4.01,8.45,7.2,
267,0,3,2,1,1,0,1,0,2,3,8,7,82,505818,28,0,0,126,1.508794589,6.53,6.2,6.74,
268,0,3,2,10,1,4,1,0,1,1,1,2,97,704452,28,0,0,126,2.33221824,5.53,9.42,7.09,
269,0,10,0,5,2,0,1,0,2,0,2,0,170,369684,44,0,0,126,-0.321423238,5.44,13.61,7.05,
270,4,10,1,5,3,0,0,0,1,2,7,2,123,558349,44,0,0,126,2.840903851,4.51,8.98,8.38,
271,4,0,1,5,5,4,0,0,0,3,1,7,154,783164,41,0,0,126,3.627303248,5.49,8.65,8.09,
272,0,1,3,3,5,0,0,0,0,4,7,0,60,305410,31,0,0,79,1.282555062,5.99,8.81,7.14,
273,0,3,4,0,3,0,1,0,1,1,5,7,173,547454,28,0,0,126,3.608897336,4.52,11.18,5.57,
274,5,0,0,5,2,0,1,0,2,1,0,5,145,170463,41,0,0,31,-0.409971594,4.9,5.72,8.2,
275,0,1,1,3,5,0,0,0,3,1,2,1,176,588593,31,0,0,126,1.44330183,5.74,8.66,7.5,
276,0,6,1,3,3,0,0,0,1,2,4,6,85,413682,35,0,0,126,2.275113053,5.15,12.35,7.42,
277,0,3,1,2,5,0,0,0,0,3,2,5,75,351887,28,0,0,110,2.237263925,5.28,10.53,7.35,
278,None,3,0,None,2,0,1,0,2,0,0,5,207,364048,28,0,0,75,0.793681359,4.41,9.14,9.02,
279,0,10,0,5,0,1,0,11,2,2,3,5,107,277136,44,0,0,126,2.286809448,5.78,8.8,8.05,
280,0,10,1,5,3,0,1,0,2,4,0,0,126,176155,44,0,0,63,3.496367839,5.79,11.83,6.73,
281,1,2,2,2,1,0,0,0,1,2,3,6,57,191577,22,0,0,13,2.734312136,5.21,10.04,11.13,
282,4,3,0,7,2,4,1,0,2,1,9,4,154,712736,28,0,0,126,2.666802467,5.43,6.73,8.84,
283,3,1,0,4,0,4,0,0,3,1,2,6,104,383965,31,0,0,126,2.16277751,4.11,9.28,6.14,
284,3,3,0,10,2,4,1,18,1,3,0,0,151,173972,28,0,0,173,2.843681753,4.68,7.84,9.25,
285,0,5,0,5,2,0,1,0,3,3,3,5,107,372609,38,0,0,173,1.108166239,7.07,9.47,10.83,
286,0,3,0,1,2,0,1,0,0,2,8,7,104,420537,28,0,0,195,3.291821619,5.5,11,12.25,
287,0,3,0,2,1,1,1,15,2,1,2,0,91,258845,28,0,0,79,1.580210672,5.65,8.54,6.61,
288,0,1,4,2,3,0,0,0,0,0,0,3,160,91037,31,0,0,126,4.16187245,3.54,9.61,8.19,
289,0,0,0,3,0,0,0,0,3,3,3,1,82,750171,41,0,0,63,1.531557455,3.45,7.75,9.66,
290,0,3,0,6,2,0,1,0,1,4,9,0,129,909651,28,24153,0,126,2.089872849,4.49,8.73,9.9,
291,5,3,3,12,3,0,1,0,3,3,6,3,85,588505,28,0,0,141,2.36670813,4.98,10.75,7.02,
292,0,2,4,0,5,0,0,0,1,0,8,6,201,476077,22,0,0,50,1.566432578,4.71,9.29,6.9,
293,0,1,0,1,2,0,1,0,3,3,1,2,132,670617,31,0,0,126,2.035696483,4.18,11.25,9.86,
294,0,3,0,12,2,0,1,0,0,1,2,3,210,777752,28,0,0,75,0.539831964,6.45,8.76,7.7,
295,0,12,2,1,3,0,1,0,3,1,9,4,72,818752,19,0,0,126,3.788373663,4.04,10.51,8.14,
296,1,0,2,3,3,0,1,0,2,4,1,0,107,318137,41,0,0,195,2.400072233,4.94,11.14,3.61,
297,0,1,1,8,5,0,0,0,3,3,9,6,132,448481,31,0,0,110,1.180221802,4.73,8.2,9.52,
298,None,1,2,None,1,1,1,10,1,4,2,5,88,509918,31,0,0,126,3.685604593,6.3,9.15,11.46,
299,0,12,2,2,4,0,1,20,1,1,9,6,75,681308,19,0,0,94,2.572112585,4.34,5.08,8.22,
300,0,0,0,5,2,0,1,0,0,2,7,1,207,399419,41,0,0,126,2.239134593,4.48,10.8,8.08,
301,0,3,2,1,1,0,0,0,1,1,4,5,60,183692,28,0,0,126,1.959776496,6.18,10.66,8.23,
302,0,5,1,8,5,0,0,0,3,2,9,4,173,1115023,38,0,0,126,3.411212285,3.53,11.18,6.46,
303,0,2,2,2,1,0,1,0,0,0,8,0,53,527404,22,0,0,63,2.61431868,4.3,12.99,8.79,
304,0,3,2,7,3,0,1,0,3,3,0,0,101,954862,28,0,0,126,2.525829877,5.66,7.05,6,
305,0,0,1,8,3,0,1,0,1,3,3,4,192,724351,41,0,0,126,1.851509156,6.7,6.39,4.81,
306,0,1,2,3,1,0,0,0,0,3,6,1,60,209978,31,0,0,28,2.066383036,5.45,10.87,9.34,
307,0,3,1,3,1,0,0,0,3,0,0,3,167,1087786,28,0,0,110,0.702505805,6.65,11.6,6.68,
308,0,10,2,4,3,0,0,0,0,2,2,4,132,475662,44,44246,0,157,2.245616057,3.43,8.43,9.54,
309,0,3,0,7,2,0,1,0,2,3,5,1,179,615187,28,0,0,126,1.498714742,4.37,10.59,9.79,
310,1,0,0,1,2,0,1,0,2,3,4,3,126,558607,41,0,0,94,1.761658222,5.09,6.76,8.19,
311,None,1,2,None,1,0,1,0,1,0,2,2,63,461912,31,0,0,47,2.825807787,4.27,11.17,8.95,
312,0,1,3,7,3,4,1,0,3,4,7,3,138,2265594,31,0,0,126,2.159920863,5.69,9.4,8.25,
313,0,6,0,1,2,0,1,0,1,3,3,4,104,1221049,35,0,0,188,0.984161581,4.74,9.15,6.13,
314,0,6,2,5,5,0,0,0,2,3,1,1,113,358314,35,10446,0,126,1.307740801,6.13,6.76,6.5,
315,0,3,1,1,3,4,1,0,2,3,9,2,210,841680,28,0,0,126,2.319487735,5.98,7.86,8.23,
316,0,12,0,8,0,0,0,0,0,4,4,4,82,320775,19,0,0,126,2.173204235,6.13,5.24,8.13,
317,0,3,2,1,5,1,1,19,0,2,1,3,94,843753,28,0,0,126,0.406410651,5.96,8.85,11.18,
318,0,1,2,2,1,0,1,0,1,3,6,4,60,790359,31,0,0,44,2.537504118,5.05,10.27,7.61,
319,None,6,2,None,5,0,0,0,3,2,9,4,91,1570592,35,0,0,126,0.704386365,5.36,9.39,9.34,
320,0,3,1,4,3,4,0,0,2,2,1,5,167,463310,28,0,0,126,1.096483432,4.02,4.44,6.7,
321,0,3,2,1,4,0,1,0,0,0,7,1,94,296048,28,0,0,126,2.13088137,7.03,7.67,8.75,
322,0,9,0,7,2,0,1,0,1,0,1,6,69,818752,25,0,0,188,2.178453049,5.26,10.38,5.63,
323,0,3,1,3,3,0,1,0,3,0,3,3,110,640847,28,0,0,188,2.612797595,7.96,8.92,10.24,
324,0,1,2,5,1,0,1,0,3,0,8,3,69,507392,31,0,0,126,2.33267304,2.99,7.06,8.36,
325,0,3,0,1,2,0,1,0,1,3,8,4,157,545864,28,0,0,126,0.93131374,4.46,12.1,7.5,
326,0,3,0,7,2,0,1,0,3,1,2,0,101,661500,28,0,0,126,2.108249534,3.95,11.36,7.49,
327,3,6,2,8,5,0,1,0,2,1,9,5,141,628083,35,0,0,151,2.633310315,3.57,9.03,7,
328,0,12,0,1,2,0,1,0,1,0,4,1,101,284144,19,0,0,126,2.077638261,6.75,13.2,7.19,
329,4,3,1,9,3,0,1,0,3,0,9,4,132,221969,28,0,0,126,2.249710789,4.1,12.34,7.97,
330,2,3,0,4,2,0,1,0,2,1,6,7,160,958044,28,24153,0,157,0.909872216,5.87,10.35,8.14,
331,0,3,1,5,3,0,0,0,2,1,4,6,97,400852,28,0,0,126,2.895790225,5.92,9.08,7.1,
332,0,5,1,8,1,0,0,0,0,1,7,4,126,715727,38,0,0,220,3.247959806,4.58,6.98,9.6,
333,None,6,1,None,5,0,0,0,2,4,7,3,94,477488,35,0,0,126,1.995542235,5.16,8.84,8.35,
334,0,0,2,0,3,0,0,0,1,0,0,7,75,534291,41,0,0,63,1.272438695,4.78,5.32,11.5,
335,0,1,2,2,1,0,0,0,3,4,4,7,72,661224,31,0,0,94,1.938068315,6.74,8.7,8.18,
336,0,1,2,5,1,0,1,0,3,3,0,0,107,208551,31,0,0,110,2.850423175,3.77,9.79,8.17,
337,None,1,0,None,0,0,0,0,1,2,5,7,60,579021,31,0,0,94,2.182809089,5.47,11.33,7.13,
338,0,6,1,1,3,0,1,0,1,0,1,1,119,87955,35,0,0,126,2.199098595,5.53,6.6,8.45,
339,0,3,0,9,2,0,1,0,2,1,6,0,157,65329,28,0,0,188,2.633442606,3.78,12.29,9.35,
340,0,3,0,3,0,0,0,0,2,3,1,5,176,288728,28,0,0,13,1.336252342,2.79,7.33,8.25,
341,0,3,2,3,1,0,0,0,2,2,3,1,57,165801,28,0,0,79,1.493621773,3.74,12.65,8.1,
342,4,0,0,12,2,0,1,0,2,3,1,3,94,611794,41,0,0,126,4.634624634,4.53,7.32,6.52,
343,0,5,0,4,2,0,1,0,0,0,9,1,79,775992,38,0,0,141,2.199026859,5.87,12.07,10.03,
344,0,1,0,5,2,4,1,0,1,4,4,6,163,448484,31,0,0,176,2.047872869,5.31,13.01,7.1,
345,0,12,1,2,5,4,0,0,3,3,6,4,176,641683,19,0,0,141,3.03476165,5.19,11.15,8.98,
346,0,12,3,3,3,0,0,0,0,3,8,4,63,1161375,19,0,0,113,1.561131928,5.4,11.44,8.34,
347,0,5,2,4,1,0,1,0,2,3,9,0,91,731313,38,0,0,126,1.894673053,5,9.92,7.81,
348,3,1,0,1,2,0,1,0,2,1,7,4,188,448522,31,0,0,126,2.977082607,5.08,9.02,7.26,
349,4,1,1,8,5,0,0,0,2,3,9,6,88,541202,31,0,0,141,0.419016679,3.63,5.8,7.12,
350,0,3,3,3,5,0,0,0,3,2,1,0,132,615190,28,0,0,126,3.137021887,5.44,10.52,6.47,
351,1,0,2,4,4,0,1,0,1,3,3,2,91,754523,41,0,0,157,2.519848202,4.98,8.6,9.41,
352,0,2,1,6,4,0,1,0,1,2,5,6,110,676416,22,0,0,126,1.57214446,5.67,9.52,7.68,
353,0,3,2,2,3,0,1,0,2,2,1,5,88,658607,28,0,0,101,3.620087531,5.58,10.3,10.56,
354,None,7,0,None,2,0,1,0,1,1,6,4,198,975138,16,16267,0,126,1.668093145,3.95,8.9,7.94,
355,4,10,0,8,2,0,1,0,2,2,2,1,154,579398,44,0,0,126,0.246500934,4.63,11.36,7.94,
356,0,6,0,1,2,0,1,0,3,0,3,0,145,580039,35,0,0,157,1.981370091,5.97,7.55,7.2,
357,0,1,2,8,1,0,1,0,0,4,4,7,79,559320,31,0,0,110,1.910051636,4.12,8.69,7.39,
358,1,6,4,5,5,0,0,0,0,1,9,4,138,364098,35,0,0,126,3.035580369,3.05,8.74,10.12,
359,1,1,2,1,3,0,1,0,3,3,6,6,107,492630,31,0,4725,188,0.880821822,3.68,10.29,7.01,
360,0,3,5,1,3,0,1,29,3,0,2,5,160,717904,28,0,0,141,2.784316033,4.29,13.33,8.59,
361,4,13,2,5,3,0,1,20,3,4,6,4,97,1402275,50,0,0,157,1.053872053,6.79,11.13,8.05,
362,5,6,2,5,3,0,0,0,3,2,1,0,107,311002,35,0,0,126,1.556346593,5.07,10.67,10.53,
363,0,1,0,1,2,0,1,0,2,4,4,3,110,424624,31,0,0,157,2.282262155,3.57,9.76,9.75,
364,0,1,0,10,2,0,1,0,3,1,1,7,138,673061,31,0,0,157,3.150011214,5.02,9.33,7.24,
365,None,3,0,None,2,0,1,0,0,1,0,4,217,577921,28,0,0,25,0.582728879,4.05,8.91,11.06,
366,0,1,0,3,2,0,1,0,0,3,5,4,126,221605,31,13779,0,157,1.91402928,6.06,11.37,5.62,
367,1,1,0,4,2,0,1,0,0,3,0,1,182,746273,31,0,0,220,1.623910969,4.89,11.49,7.69,
368,0,3,0,10,2,0,1,0,3,4,8,4,160,510923,28,22927,0,188,2.225313039,5.99,8.15,8.89,
369,1,1,0,4,2,0,1,0,1,1,7,3,145,319569,31,9855,0,126,1.030927096,4.66,13.09,8,
370,4,1,1,0,5,0,0,0,1,2,5,6,110,640517,31,0,0,126,3.467854659,5.29,10.13,7.59,
371,1,1,0,3,2,0,1,0,0,0,0,1,151,184358,31,0,0,220,4.381153693,4.23,10.3,7.53,
372,1,1,0,9,2,0,1,0,2,3,5,7,188,219556,31,0,0,157,2.462395563,3.97,9.12,8.58,
373,0,1,2,8,1,4,0,0,3,0,1,0,69,720857,31,0,0,110,4.039763621,5.86,9.6,6.29,
374,0,0,1,2,3,0,0,5,2,0,8,1,148,508781,41,0,0,79,0.89360216,5.39,12.51,10.54,
375,0,14,3,11,5,3,0,20,2,2,2,1,113,946333,9,0,0,110,1.177733905,6.75,8.65,7.83,
376,0,3,2,6,1,0,1,0,1,1,1,2,63,467909,28,0,0,126,0.588501397,4.92,8.59,8.74,
377,0,0,0,5,2,0,1,0,3,1,6,2,185,1189360,41,0,0,138,2.577805869,4.44,12.14,9.04,
378,0,3,2,7,1,0,1,0,1,1,9,7,101,647011,28,0,0,126,1.211684161,5.09,11.66,5.69,
379,0,1,0,10,2,0,1,0,2,4,8,3,148,631859,31,0,0,157,3.132710477,4.07,13.9,6.29,
380,0,10,2,4,3,4,1,None,2,3,6,7,116,1623264,44,0,4913,157,1.912915342,5.6,12.19,4.57,
381,0,3,2,2,1,0,1,0,1,3,4,4,82,167161,28,0,0,126,2.413870771,6.96,6.88,6.57,
382,0,1,0,5,0,0,0,0,3,1,9,0,135,589765,31,0,5928,157,0.68586849,3.9,6.7,5.7,
383,0,3,4,2,5,0,0,0,2,0,8,0,176,738918,28,0,0,126,1.926641741,5.95,11.65,4.64,
384,5,1,1,5,3,0,0,0,0,3,3,0,160,132000,31,0,0,126,2.637500138,3.82,11.86,6.8,
385,0,3,3,7,1,1,1,0,2,0,3,7,116,250027,28,0,0,188,4.368704028,5.42,13.35,10.14,
386,0,1,3,9,4,0,0,0,3,4,4,6,72,608168,31,0,0,126,2.856947668,6.55,9.55,7.04,
387,1,9,0,6,2,4,1,0,0,3,0,7,138,1053008,25,0,0,126,2.693580651,2.78,8.3,6.06,
388,1,0,0,3,2,0,1,0,1,3,9,5,145,674271,41,0,6211,141,1.504850999,6.06,13.79,9.71,
389,0,3,3,7,5,0,1,0,0,0,0,5,126,489356,28,0,0,126,0.102570625,6.32,10.13,8.38,
390,None,5,4,None,3,0,0,0,2,0,5,7,129,419264,38,0,0,157,2.864430496,2.66,9.58,9.44,
391,1,1,2,1,1,0,1,0,0,4,5,7,94,568185,31,0,0,25,3.271687291,4.74,10.6,9.78,
392,0,3,2,7,3,0,1,0,3,0,0,2,75,1036261,28,0,0,126,2.18045174,5.41,11.38,9.42,
393,5,1,3,5,3,0,1,0,2,3,9,0,104,655917,31,33050,0,126,0.888829326,4.73,13.16,7.96,
394,1,2,2,1,3,0,1,20,1,3,7,5,88,662977,22,0,0,126,1.014542324,4.84,11.77,7.93,
395,None,3,0,None,2,4,1,0,0,3,1,1,113,1164227,28,0,0,126,0.893056995,5.59,7,8.14,
396,0,1,0,7,2,1,1,15,0,1,3,6,101,607144,31,0,0,126,0.788338188,5.33,9.39,9.46,
397,0,3,0,3,2,4,1,0,1,2,5,1,72,431070,28,0,0,116,2.657042934,3.93,9.7,11.57,
398,4,3,0,8,2,0,1,0,3,1,8,3,163,569043,28,0,5928,126,1.668372478,5.56,10.51,5.14,
399,0,1,1,3,3,0,1,0,0,2,3,6,113,867947,31,0,0,126,1.73891977,4.01,10.68,9.48,
400,None,3,0,None,1,0,0,0,2,2,1,6,104,539214,28,0,0,63,1.351480789,3.9,11.9,8.52,
401,0,7,1,1,1,0,1,0,3,0,4,4,116,353932,16,0,0,110,1.761121272,5.87,11.95,7.11,
402,0,3,2,6,1,0,0,0,2,2,2,7,101,657950,28,0,0,126,1.262939036,3.11,9.91,9.51,
403,1,3,4,3,3,0,0,0,1,4,1,5,267,521589,28,0,0,157,1.668608984,5.79,11.13,7.51,
404,0,3,1,2,3,3,0,24,1,1,0,0,123,354155,28,0,0,126,2.184121996,5.66,11.77,10.06,
405,2,13,0,5,2,0,1,0,3,0,2,2,163,1050150,50,314156,0,204,1.051246667,5.3,6.93,6.59,
406,0,3,2,2,1,4,1,0,1,3,1,1,104,445607,28,0,0,113,3.48572254,4.73,5.33,7.35,
407,5,1,2,2,3,0,0,4,0,1,8,7,75,282888,31,0,0,126,0.829648167,4.61,6.92,11.52,
408,0,1,0,7,2,0,1,0,3,2,1,6,101,1258318,31,0,0,126,2.073192926,4.39,5.95,7.81,
409,0,10,1,5,5,3,1,20,2,0,1,2,160,238899,44,15039,0,110,3.215823358,5.11,12.94,8.72,
410,1,1,0,4,2,0,1,0,2,3,3,3,138,498115,31,0,0,157,2.696522177,4.14,8.2,5.89,
411,0,9,2,2,3,0,1,0,0,0,4,2,72,745915,25,0,0,188,2.554021206,4.43,9.84,8.44,
412,4,1,0,6,2,0,1,0,3,4,6,7,129,1535315,31,0,0,126,1.121227378,4.2,11.1,7.04,
413,5,13,1,5,3,0,0,0,1,3,8,3,132,369398,50,27062,0,188,1.325848668,3.6,13.65,5.1,
414,0,0,0,5,2,0,1,0,0,4,6,4,110,336543,41,0,0,50,3.559207931,4.35,10.14,6.23,
415,2,5,0,4,2,0,1,0,2,0,8,7,135,472913,38,0,0,157,2.653008829,6.79,10.62,7.58,
416,1,3,1,10,3,0,1,0,1,3,3,7,94,78417,28,0,0,126,0.459941058,4.56,8.95,8.63,
417,0,8,0,9,2,4,1,0,2,4,8,2,192,1195257,13,0,0,126,1.931654344,4.82,9.44,9.12,
418,1,10,1,5,3,0,0,0,1,2,7,5,141,286023,44,0,0,47,0.457062462,5.56,9.96,5.92,
419,0,3,1,10,3,0,1,0,3,1,7,6,110,584682,28,0,0,141,1.795477133,2.65,7.43,6.78,
420,0,7,2,2,3,4,1,0,1,1,3,5,185,965798,16,0,0,157,2.863639136,5.59,10.45,8.13,
421,2,1,0,1,2,0,1,0,0,3,6,5,154,775153,31,0,0,141,2.494196473,4.75,8.38,8.34,
422,0,3,0,1,2,0,1,16,2,1,6,7,151,755958,28,0,0,126,2.244718898,5.97,7.3,9,
423,0,1,2,3,1,0,0,0,3,0,7,5,75,419465,31,0,0,47,1.435573143,4.94,11.12,10.34,
424,0,5,1,0,3,0,0,0,0,4,2,1,113,368547,38,0,0,188,1.757977766,4.9,9.73,10.58,
425,0,3,0,5,0,0,0,0,0,3,2,3,119,162854,28,0,0,126,2.510961475,4.97,9.82,5.34,
426,0,8,4,7,3,0,0,0,2,1,2,4,154,323411,13,0,0,126,1.936553032,6.67,13.06,8.3,
427,0,3,2,7,3,4,1,0,2,3,0,2,116,999554,28,3314,0,63,2.071850833,4.48,11.93,7.99,
428,0,3,0,10,2,0,1,0,1,3,9,0,82,661978,28,0,0,163,0.959544334,4.9,6.99,8.09,
429,0,1,0,1,2,0,1,0,1,4,0,2,75,944312,31,0,0,141,1.689802159,6.18,9.31,9.58,
430,0,8,4,2,3,4,0,0,1,4,5,4,192,625799,13,0,0,66,1.005707788,4.55,8.79,10.37,
431,0,3,2,1,1,4,1,0,3,4,6,6,75,248688,28,0,0,126,3.562047746,6.63,9.1,7.86,
432,0,1,2,11,3,0,0,0,2,3,1,3,192,379922,31,0,0,126,2.150769556,3.59,10.03,9.34,
433,0,10,0,5,2,0,1,0,0,4,3,0,135,674754,44,16267,0,126,1.622488624,3.95,13.54,9.64,
434,0,3,2,0,3,0,1,0,1,0,9,5,113,1096290,28,0,0,157,1.045771219,5.47,12.04,5.49,
435,0,3,0,8,2,0,1,0,0,1,2,0,91,617524,28,0,0,126,2.112372366,4.99,9.27,7.37,
436,3,3,1,2,5,4,0,0,1,1,0,4,148,168069,28,0,0,126,1.471502855,5.7,9.3,9.69,
437,0,3,0,2,0,0,0,3,3,0,6,7,123,483796,28,0,5975,126,2.540300031,4.22,10.19,7.27,
438,0,14,2,10,3,0,1,None,0,4,8,7,82,1102237,9,0,0,126,2.048308229,5.18,10.54,5.69,
439,0,0,0,8,2,0,1,0,1,4,4,4,204,1101122,41,33317,0,63,2.816849491,5.48,12.47,7.63,
440,0,3,1,4,5,0,0,0,0,3,0,0,116,84503,28,0,0,38,2.743373233,6.12,10.24,9.39,
441,4,6,0,1,2,0,1,0,0,0,5,6,126,462461,35,0,0,110,1.363596528,5.28,11.41,8.39,
442,5,0,1,8,3,0,1,0,3,1,3,1,173,315055,41,33050,0,126,0.825116442,5.49,9.57,9.7,
443,0,1,0,1,2,0,1,0,3,1,4,6,113,160535,31,0,0,126,3.123988989,5.38,7.53,8.07,
444,0,1,2,8,4,0,1,0,2,1,4,6,60,442917,31,0,0,79,2.955595184,5.89,8.72,8.01,
445,0,0,0,5,2,0,1,0,2,2,9,2,204,716855,41,0,0,126,3.62349315,5.08,12.41,8.37,
446,None,2,2,None,1,0,1,0,0,1,7,5,57,1078072,22,0,0,50,2.11827299,4.83,6.75,10.65,
447,None,2,2,None,1,0,1,0,0,4,5,2,53,952898,22,0,0,126,2.450202584,7.04,7.95,5.74,
448,0,0,0,5,2,0,1,0,1,2,0,2,135,371676,41,0,6211,157,1.428102328,3.86,6.88,9.06,
449,0,6,1,1,3,0,1,0,1,3,8,1,107,221375,35,0,0,126,2.079159096,5.99,12.94,9.45,
450,0,0,2,3,3,0,1,0,2,3,8,2,126,109915,41,0,0,167,1.490837871,2.37,10.3,6.64,
451,1,1,0,9,2,0,1,0,0,2,9,0,182,135783,31,0,7587,126,1.835218928,5.24,10.97,7.25,
452,0,2,2,6,1,0,0,0,1,1,9,7,57,533700,22,0,0,38,1.979004786,5.08,9.01,6.33,
453,0,7,2,7,1,4,0,24,2,4,9,2,75,736578,16,0,0,126,2.099173779,4.44,11.41,6.88,
454,0,3,0,7,2,0,1,0,2,3,4,5,163,694242,28,0,0,126,2.228237693,6.37,10.15,9.41,
455,0,0,0,5,2,0,1,0,1,4,2,0,132,72750,41,0,0,157,2.367246063,5.89,9.12,9.49,
456,0,2,3,10,3,0,1,0,2,1,0,2,110,626082,22,0,0,283,1.380963633,7.52,10.05,6.68,
457,0,3,2,8,1,0,0,0,3,3,4,1,132,396843,28,0,0,110,0.596418316,5.54,9.79,7.47,
458,4,0,2,12,3,0,1,0,1,3,6,7,113,344840,41,0,0,188,4.262654401,6.45,8.04,9.09,
459,0,3,2,6,1,0,0,0,3,2,4,0,66,484324,28,0,0,110,1.501748569,4.42,13.07,8.09,
460,0,0,3,5,5,1,0,15,3,3,8,5,123,519101,41,0,0,126,0.851255534,4.88,8.04,7.84,
461,3,1,2,1,3,0,1,0,1,2,0,1,82,300983,31,10446,0,126,3.173432548,5.42,10.89,9.18,
462,4,5,1,4,3,0,1,0,1,3,9,1,126,913135,38,27062,0,157,1.880871776,4.94,8.17,9.51,
463,0,1,2,2,1,0,1,0,0,2,1,3,66,601062,31,0,0,79,1.353323331,4.21,8.43,7.89,
464,0,3,0,10,0,4,0,0,2,0,0,2,110,974805,28,0,0,126,1.975495446,3.75,12.6,8.22,
465,0,3,2,6,3,0,1,0,0,4,9,7,113,810851,28,0,0,126,0.601198189,7.08,10.05,10.42,
466,5,0,0,5,0,0,0,0,2,0,9,5,119,533838,41,0,0,66,2.433333133,4.54,8.96,8.99,
467,0,1,0,7,2,0,1,0,0,3,1,2,94,171556,31,0,0,151,1.07774957,5.29,12.49,2.88,
468,0,3,2,7,5,4,0,0,3,1,4,7,82,756627,28,0,0,126,2.328595603,6.28,12.38,7.07,
469,0,0,0,4,2,0,1,0,2,4,1,7,126,712834,41,0,0,126,1.632425349,5.78,9.8,9.78,
470,0,1,2,1,1,0,1,0,1,1,3,3,66,659593,31,0,0,63,0.70628479,4.07,8.59,7.67,
471,0,3,0,10,2,0,1,0,1,0,9,7,132,909918,28,0,0,145,2.10421399,5.02,11.85,10.94,
472,0,3,0,8,0,0,0,0,1,3,3,1,160,507967,28,0,0,126,2.516511383,5.1,8.01,8.04,
473,0,10,0,5,2,0,1,0,1,4,4,7,179,1375160,44,0,6211,141,3.055952756,3.32,13.08,4.45,
474,0,3,0,1,2,0,1,0,1,0,3,6,110,606085,28,0,7468,126,-0.135325212,3.27,8.24,10.31,
475,0,10,0,5,2,0,1,0,1,4,2,7,154,488483,44,0,0,157,1.433908155,5.44,7.83,7.62,
476,1,3,0,10,2,0,1,0,1,1,2,6,85,416845,28,0,0,157,1.716643837,4.81,8.39,9.38,
477,0,5,2,5,3,1,1,0,2,4,1,6,97,1157730,38,0,0,126,2.31583819,5.02,10.19,9.92,
